Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
200006213250,2,new construction wood frame,06/21/2000,4094,002,808,,Rhode Island,St,,,to erect 2 family dwelling,complete,10/19/2001,06/21/2000,01/12/2001,10/19/2001,02/05/2001,,,3,,,01/12/2003,400000,400000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.40237326765885 37.75946324340582),821772387528
200006233460,2,new construction wood frame,06/23/2000,5627,042,495,,Chapman,St,,,erect a one story single family dwelling,revoked,06/26/2003,06/23/2000,06/23/2003,,,,,2,,,06/23/2004,145000,156000,,,1 family dwelling,1,2,,,,5,wood frame (5),,9,Bernal Heights,94110,POINT (-122.41300391452867 37.7417126076535),947932185270
200006223376,2,new construction wood frame,06/22/2000,5812,016,764,V,Ellsworth,St,,,erect a two story single family dwelling,complete,01/04/2002,06/22/2000,05/09/2001,01/04/2002,05/11/2001,,,2,,,05/09/2002,120000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.41521995502984 37.73366233512905),821910188816
200006233537,2,new construction wood frame,06/23/2000,6553,045,4068,,26th,St,,,erect a three story two unit residential bldg,expired,03/25/2003,06/23/2000,08/08/2001,,08/10/2001,,,3,,,08/08/2002,300000,300000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,POINT (-122.43084659655457 37.748515774186075),822088207342
200006263708,2,new construction wood frame,06/26/2000,6619,022,239,,Valley,St,,,erect a three story two unit residential bldg,expired,09/26/2005,06/26/2000,03/20/2002,,,,,3,,,03/20/2004,350000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,POINT (-122.4284067962 37.744151974220046),822273209392
200006293991,2,new construction wood frame,06/29/2000,6086,003,420,,Lisbon,St,,,erect a three story single family dwelling,complete,03/23/2004,06/29/2000,03/25/2003,03/23/2004,03/26/2003,,,3,,,03/25/2005,70000,356877,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,POINT (-122.43415655949629 37.72172658377578),822602195777
200006294091,2,new construction wood frame,06/29/2000,3638,061,3037,,22nd,St,,,erect a 4 story three unit residential bldg,complete,09/05/2002,06/29/2000,06/14/2001,09/05/2002,07/30/2001,,,4,,,06/14/2003,200000,368000,,,apartments,3,2,,,,5,wood frame (5),Y,9,Mission,94110,POINT (-122.41516025431659 37.75543396834769),822724163482
200006294042,2,new construction wood frame,06/29/2000,1085,005,47,,Beaumont,Av,,,three story/two unit building,complete,05/03/2001,06/29/2000,10/13/2000,05/03/2001,10/24/2000,,,3,,,10/13/2002,350000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Lone Mountain/USF,94118,POINT (-122.45543460608519 37.78073496059926),82266389220
200007054344,2,new construction wood frame,07/05/2000,2772,014,570,,Diamond,St,,,"erect a one unit, three story single family dwelling",complete,10/14/2003,07/05/2000,03/06/2002,10/14/2003,03/25/2002,,,3,,,03/06/2004,275000,328647,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,POINT (-122.4368426576089 37.75322999828494),823036143848
200007054364,2,new construction wood frame,07/05/2000,5342,005A,1648,,Shafter,Av,,,erect 2-story 2 dwelling units *type-v structure),complete,05/08/2003,07/05/2000,08/26/2002,05/08/2003,08/26/2002,,,2,,,08/26/2003,150000,150000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.39119873155867 37.73160806738418),923411424065
200007074577,2,new construction wood frame,07/07/2000,1895,022,4230,,Moraga,St,,,"new building. 2 dwelling units, 3 stories.",complete,01/21/2003,07/07/2000,03/18/2002,01/21/2003,03/18/2002,,,3,,,03/18/2003,280000,280000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94122,POINT (-122.50800520510055 37.75491761315669),823286387699
200007074514,2,new construction wood frame,07/07/2000,6579,009,318,,27th,St,,,erect a three story single family dwelling,expired,10/27/2005,07/07/2000,10/26/2001,,10/30/2001,,,3,,,10/26/2002,275000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,POINT (-122.42755664118079 37.74710431411728),823225208022
200007074553,2,new construction wood frame,07/07/2000,6534,024,1245,,Dolores,St,,,to erect 3 dwelling unit with 4 story new bldg,issued,07/12/2002,07/07/2000,07/12/2002,,07/17/2002,,,4,,,07/12/2004,180000,479524,,,apartments,3,2,,,,5,wood frame (5),Y,8,Mission,94110,POINT (-122.42450706824928 37.74949483560749),823298387703
200007074573,2,new construction wood frame,07/07/2000,1895,022,4220,,Moraga,St,,,"erect a 
new three story two unit residential bldg",complete,01/21/2003,07/07/2000,04/04/2002,01/21/2003,04/04/2002,,,3,,,04/04/2003,280000,280000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94122,POINT (-122.50800520510055 37.75491761315669),823284387698
200007104639,2,new construction wood frame,07/10/2000,0621,007,1610,,Sacramento,St,,,erect a five story eight unit residential bldg,complete,12/03/2002,07/10/2000,07/17/2001,12/03/2002,08/23/2001,,,5,,,01/17/2004,1200000,1800000,,,apartments,8,2,,,,5,wood frame (5),Y,3,Nob Hill,94109,POINT (-122.41980561557823 37.79190354475181),82336576496
200007114824,2,new construction wood frame,07/11/2000,6481,010,166,,Newton,St,,,to erect a 2-story single family dwelling,complete,04/09/2002,07/11/2000,02/26/2001,04/09/2002,02/26/2001,,,2,,,02/26/2002,100000,206770,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,POINT (-122.43850696843415 37.712315795289896),823622387731
200007114806,2,new construction wood frame,07/11/2000,5557,019,21,,Rutledge,St,,,to erect a 2-story single family dwelling,complete,05/13/2002,07/11/2000,11/27/2001,05/13/2002,12/07/2001,,,2,,,11/27/2002,100000,160000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.40640601625175 37.74506358638109),823564184347
200007114810,2,new construction wood frame,07/11/2000,4224,030,1075,,Texas,St,,,erect a four story three unit residential bldg,complete,07/21/2004,07/11/2000,07/03/2002,07/21/2004,07/05/2002,,,4,,,07/03/2004,250000,430000,,,apartments,3,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.39431368278434 37.752846514572056),823569172450
200007114812,2,new construction wood frame,07/11/2000,4224,031,1069,,Texas,St,,,erect a four story three unit residential bldg,complete,07/21/2004,07/11/2000,07/03/2002,07/21/2004,07/03/2002,,,4,,,07/03/2004,250000,430000,,,apartments,3,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.39432033084273 37.752914970416924),823572375152
200007114822,2,new construction wood frame,07/11/2000,6481,009,160,,Newton,St,,,"erect a one unit, two story single family dwelling",complete,04/01/2002,07/11/2000,02/26/2001,04/01/2002,02/26/2001,,,2,,,02/26/2002,100000,206770,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,POINT (-122.43853442530047 37.712380897560834),823586204538
200007124940,2,new construction wood frame,07/12/2000,4095,015,884,,De Haro,St,,,erect a two story single family dwelling,complete,11/29/2004,07/12/2000,01/30/2004,11/29/2004,02/03/2004,,,2,,,01/30/2006,320000,320000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.401316668308 37.7585879598291),823813170282
200007124989,2,new construction wood frame,07/12/2000,4991,115,716,,Le Conte,Av,,,erect3-story 2family  type-v dwelling,expired,08/22/2001,07/12/2000,08/22/2000,,,,,3,,,08/22/2001,185000,266000,,,2 family dwelling,2,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,POINT (-122.39717905567353 37.71649323043201),823775290920
200007124989,2,new construction wood frame,07/12/2000,4991,115,718,,Le Conte,Av,,,erect3-story 2family  type-v dwelling,expired,08/22/2001,07/12/2000,08/22/2000,,,,,3,,,08/22/2001,185000,266000,,,2 family dwelling,2,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,POINT (-122.39717905567353 37.71649323043201),823776290921
200007135135,2,new construction wood frame,07/13/2000,0643,003,1529,,Polk,St,,,erect a 6 story 40 dwelling units & commercial building,complete,11/06/2008,07/13/2000,04/11/2003,11/06/2008,07/28/2003,,,6,,,10/11/2007,1500000,7965000,,,apartments,40,2,,,,1,constr type 1,Y,3,Nob Hill,94109,POINT (-122.42131682943992 37.790828461829015),82394377474
200007135135,2,new construction wood frame,07/13/2000,0643,003,1630,,California,St,,,erect a 6 story 40 dwelling units & commercial building,complete,11/06/2008,07/13/2000,04/11/2003,11/06/2008,07/28/2003,,,6,,,10/11/2007,1500000,7965000,,,apartments,40,2,,,,1,constr type 1,Y,3,Nob Hill,94109,POINT (-122.42131682943992 37.790828461829015),823944387760
200007155244,1,new construction,07/15/2000,3727,026,1166,,Howard,St,,,to erect 5 stories of 162 dwelling,complete,04/03/2003,07/15/2000,11/29/2000,04/03/2003,04/12/2001,,,5,,,05/29/2005,8000000,18000000,,,apartments,162,4,,,,1,constr type 1,Y,6,South of Market,94103,POINT (-122.41147448973217 37.77680770928511),824094164993
200007175308,1,new construction,07/17/2000,0834,022,77,,Van Ness,Av,,,"to erect a 8 stories,  50 units residential building with retail spaces.",complete,08/25/2009,07/17/2000,08/16/2006,08/25/2009,12/13/2006,,,8,,,02/16/2011,6250000,13358540,,,apartments,50,2,Y,,,1,constr type 1,Y,5,Hayes Valley,94102,POINT (-122.41985014962518 37.776062821999105),824239387780
200007195563,2,new construction wood frame,07/19/2000,3154,037,32,,Arco,Wy,,,new single family dwelling,complete,06/19/2003,07/19/2000,05/15/2002,06/19/2003,05/22/2002,,,3,,,05/15/2003,125000,175000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.44412078865662 37.72736073464888),824436153913
200007195569,2,new construction wood frame,07/19/2000,3154,038,26,,Arco,Wy,,,new single family dwelling,complete,06/30/2003,07/19/2000,05/15/2002,06/30/2003,05/22/2002,,,3,,,05/15/2003,125000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.4440752145592 37.72742633608802),824443153914
200007195571,2,new construction wood frame,07/19/2000,3154,028,38,,Arco,Wy,,,new single family dwelling,complete,06/16/2003,07/19/2000,05/15/2002,06/16/2003,05/22/2002,,,3,,,05/15/2003,125000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.44418086554754 37.72731099392308),824446153909
200007195573,2,new construction wood frame,07/19/2000,3154,024,62,,Arco,Wy,,,new single family dwelling,complete,06/19/2003,07/19/2000,05/15/2002,06/19/2003,05/22/2002,,,2,,,05/15/2003,125000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.44440605688166 37.727102395913796),824578387805
200007195577,2,new construction wood frame,07/19/2000,3154,039,20,,Arco,Wy,,,new single family dwelling,complete,06/30/2003,07/19/2000,05/15/2002,06/30/2003,05/22/2002,,,3,,,05/15/2003,125000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.44397823511974 37.7274952879863),824452153915
200007195580,2,new construction wood frame,07/19/2000,3154,032,14,,Arco,Wy,,,new single family dwelling,complete,06/09/2003,07/19/2000,05/15/2002,06/09/2003,05/22/2002,,,2,,,05/15/2003,125000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.44380612401105 37.72749188113531),824454153910
200007195581,2,new construction wood frame,07/19/2000,3154,027,46,,Arco,Wy,,,new single family dwelling,complete,05/13/2003,07/19/2000,05/15/2002,05/13/2003,05/15/2002,,,3,,,05/15/2003,125000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.44423974147408 37.7272604875602),910315387804
200007195584,2,new construction wood frame,07/19/2000,3154,026,50,,Arco,Wy,,,new single family dwelling,complete,06/30/2003,07/19/2000,05/15/2002,06/30/2003,05/22/2002,,,2,,,05/15/2003,125000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,POINT (-122.44429861584786 37.72720998028532),824460153907
200007276238,2,new construction wood frame,07/27/2000,0874,014,1,,Church,St,,,to erect a 4-story 64 unit apartment/retail building,complete,10/29/2002,07/27/2000,08/03/2000,10/29/2002,11/16/2000,,,4,,,05/03/2004,,4400000,,,apartments,64,2,,,,5,wood frame (5),Y,8,Hayes Valley,94114,POINT (-122.42872718741279 37.7699604394148),82522683743
200007256060,2,new construction wood frame,07/25/2000,6944,041,1125,,Ocean,Av,,,erect 4 stories of 9 dwelling units.,complete,05/11/2005,07/25/2000,04/10/2001,05/11/2005,12/17/2002,,,4,,,10/10/2003,750000,1600000,,,apartments,9,2,,,,5,wood frame (5),Y,7,Oceanview/Merced/Ingleside,94112,POINT (-122.45460308753891 37.723272225029035),825014214916
200007316539,2,new construction wood frame,07/31/2000,6766,051,142,,Joost,Av,,,erect a three story single family dwelling,complete,04/19/2002,07/31/2000,06/28/2001,04/19/2002,07/17/2001,,,3,,,06/28/2002,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,West of Twin Peaks,94131,POINT (-122.43843159080414 37.73260700895595),825585387904
200007286414,2,new construction wood frame,07/28/2000,5255,002,1406,,Hudson,Av,,,erect three story single family dwelling,expired,12/07/2007,07/28/2000,07/08/2002,,07/08/2002,,,3,,,07/08/2004,125000,400000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.38452303022336 37.73822322795773),825433387888
200007316535,2,new construction wood frame,07/31/2000,6766,051,140,,Joost,Av,,,new building 3 stories single family dwelling.,complete,04/18/2002,07/31/2000,06/28/2001,04/18/2002,07/13/2001,,,3,,,06/28/2002,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,West of Twin Peaks,94131,POINT (-122.43843159080414 37.73260700895595),825567212558
200008026771,2,new construction wood frame,08/02/2000,6943,004,267,,Brighton,Av,,,erect a three story two unit residential bldg,complete,05/29/2002,08/02/2000,10/03/2001,05/29/2002,10/09/2001,,,3,,,10/03/2002,300000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,7,Oceanview/Merced/Ingleside,94112,POINT (-122.45544510320417 37.723132054677826),825841214841
200008026778,2,new construction wood frame,08/02/2000,3612,002,2412,,Harrison,St,,,erect  a 5 story twenty eight unit live/work bldg,reinstated,12/11/2000,08/02/2000,10/16/2000,,09/06/2001,,,3,,,04/16/2005,3000000,5300000,,,artist live/work,28,4,,,,5,wood frame (5),Y,9,Mission,94110,POINT (-122.4128140088817 37.75848728372907),825850162003
200008077151,2,new construction wood frame,08/07/2000,0941,029,2837,,Greenwich,St,,,erect three story single family dwelling,complete,09/02/2005,08/07/2000,01/05/2004,09/02/2005,01/05/2004,,,3,,,01/05/2006,200000,328000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,2,Marina,94123,POINT (-122.44641398014069 37.79737573947467),82628784827
200008077174,2,new construction wood frame,08/07/2000,6686,024,31,,Fairmount,St,,,erect a three story single family dwelling,expired,10/26/2004,08/07/2000,12/11/2002,10/25/2004,12/18/2002,,,3,,,12/11/2003,185000,185000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Glen Park,94131,POINT (-122.42519277559856 37.73879954361217),826317210608
200008087332,2,new construction wood frame,08/08/2000,3653,028,1005,,Noe,St,,,erect a four story three unit residential bldg,complete,12/19/2002,08/08/2000,12/05/2001,12/19/2002,12/07/2001,,,4,,,12/05/2003,550000,641628,,,apartments,3,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,POINT (-122.4316892235259 37.75284251614231),826497164138
200008097442,2,new construction wood frame,08/09/2000,2626,009A,1,,Saturn,St,,,erect a three story two unit residential bldg,issued,05/01/2002,08/09/2000,05/01/2002,,05/02/2002,,,3,,,05/01/2003,250000,250000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,POINT (-122.4407274421743 37.76282516535453),826608140012
200008107566,2,new construction wood frame,08/10/2000,7536,009,626,,29th,St,,,"erect one-family dwelling unit, one 4-stories, type-v structure.",complete,05/20/2005,08/10/2000,08/13/2003,05/20/2005,08/15/2003,,,4,,,08/13/2004,200000,250000,,,1 family dwelling,3,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,POINT (-122.43423231486645 37.74348781531842),826757228021
200008127740,1,new construction,08/12/2000,3714,009,8,,Mission,St,,,to erect hotel/parking/retail/restaurant,complete,04/06/2005,08/12/2000,03/31/2001,04/06/2005,08/09/2001,,,8,,,03/31/2007,4000000,24000000,,,tourist hotel/motel,200,4,,,,1,constr type 1,Y,3,Financial District/South Beach,94105,POINT (-122.39307057242375 37.79356706376989),839594164611
200008127740,1,new construction,08/12/2000,3714,006,8,,Mission,St,,,to erect hotel/parking/retail/restaurant,complete,04/06/2005,08/12/2000,03/31/2001,04/06/2005,08/09/2001,,,8,,,03/31/2007,4000000,24000000,,,tourist hotel/motel,200,4,,,,1,constr type 1,Y,3,Financial District/South Beach,94105,POINT (-122.39340619714758 37.793834760797004),873327164608
200008127740,1,new construction,08/12/2000,3714,007,8,,Mission,St,,,to erect hotel/parking/retail/restaurant,complete,04/06/2005,08/12/2000,03/31/2001,04/06/2005,08/09/2001,,,8,,,03/31/2007,4000000,24000000,,,tourist hotel/motel,200,4,,,,1,constr type 1,Y,3,Financial District/South Beach,94105,POINT (-122.39329432178876 37.79374552870933),873328164609
200008127740,1,new construction,08/12/2000,3714,008,8,,Mission,St,,,to erect hotel/parking/retail/restaurant,complete,04/06/2005,08/12/2000,03/31/2001,04/06/2005,08/09/2001,,,8,,,03/31/2007,4000000,24000000,,,tourist hotel/motel,200,4,,,,1,constr type 1,Y,3,Financial District/South Beach,94105,POINT (-122.39318244685529 37.793656296523174),873329164610
200008127740,1,new construction,08/12/2000,3714,017,8,,Mission,St,,,to erect hotel/parking/retail/restaurant,complete,04/06/2005,08/12/2000,03/31/2001,04/06/2005,08/09/2001,,,8,,,03/31/2007,4000000,24000000,,,tourist hotel/motel,200,4,,,,1,constr type 1,Y,3,Financial District/South Beach,94105,POINT (-122.39354350039159 37.79394427353486),873330164618
200008117711,2,new construction wood frame,08/11/2000,1364,022,4226,,California,St,,,"one-stop, erect four story three dwelling unit residential bldg",complete,04/11/2002,08/11/2000,01/10/2001,04/11/2002,03/16/2001,,,4,,,01/10/2003,300000,380000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Inner Richmond,94118,POINT (-122.46324493326722 37.78540584305265),88944196862
200008117711,2,new construction wood frame,08/11/2000,1364,022,4230,,California,St,,,"one-stop, erect four story three dwelling unit residential bldg",complete,04/11/2002,08/11/2000,01/10/2001,04/11/2002,03/16/2001,,,4,,,01/10/2003,300000,380000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Inner Richmond,94118,POINT (-122.46324493326722 37.78540584305265),889442390690
200008117711,2,new construction wood frame,08/11/2000,1364,022,4228,,California,St,,,"one-stop, erect four story three dwelling unit residential bldg",complete,04/11/2002,08/11/2000,01/10/2001,04/11/2002,03/16/2001,,,4,,,01/10/2003,300000,380000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Inner Richmond,94118,POINT (-122.46324493326722 37.78540584305265),826933388017
